name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Some Kind Of Love,Wonderful Wonderful,The Killers,0vicQm86o7GnT42GdG34sA,22/09/2017,55,278093,0.246,0.713,0.482,0.226,0.102,0.0776,-9.949,0.0359,141.863,8,4,Sad
Someone Like You,21,Adele,6QPKYGnAW9QozVz2dSWqRg,19/01/2011,79,285240,0.554,0.893,0.321,0,0.0996,0.288,-8.251,0.028,135.047,9,4,Sad
Somewhere Only We Know,Somewhere Only We Know,Valentin,1EwyAL8SdJpIX0M9b1ArAp,25/05/2020,51,193750,0.472,0.84,0.305,0,0.142,0.584,-11.465,0.0295,165.9,8,4,Sad
Son of a Lady,Son of a Lady,Hope Sandoval and the Warm Inventions,1mc5ECVjhFQUMzdsvX9gwf,15/09/2017,23,225233,0.272,0.895,0.337,0.713,0.0764,0.0374,-13.724,0.0338,93.64,9,3,Sad
"Song to the Siren - Recorded at Strongroom Studios, London",Spotify Singles,Wolf Alice,0hx6wJdPlMpT254F9UYQNu,15/11/2017,42,211159,0.371,0.963,0.15,0,0.124,0.0785,-11.116,0.0294,68.774,2,4,Sad
Stay,Stay,Gracie Abrams,0Uon5NsSAkBDx69XYOaQ5P,21/11/2019,67,177152,0.618,0.883,0.37,0,0.123,0.433,-10.5,0.0543,114.26,10,4,Sad
Still Waiting to Start,"The Sun Will Come up, The Seasons Will Change & The Flowers Will Fall",Nina Nesbitt,1yERtbTiF9fKGxaelyLJOA,22/11/2019,54,183173,0.615,0.639,0.332,0,0.15,0.515,-10.161,0.0295,125.894,7,4,Sad
Such Great Heights,Around The Well,Iron & Wine,7vcuTZAFyu0Z5dgMRLR0h0,19/05/2009,0,251280,0.61,0.808,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,6,4,Sad
Summer-Blink,Treasure Hiding: The Fontana Years,Cocteau Twins,66epoq09V61hukB4Sdm3Q4,5/10/2018,22,189653,0.491,0.168,0.599,0,0.166,0.189,-6.741,0.0274,80.048,5,4,Sad
Sunspots,Comforter,Bodywash,2yNeqUczAqpKSo8vFF00CR,30/08/2019,7,283230,0.379,0.00565,0.499,0.125,0.077,0.335,-13.923,0.0411,155.993,4,4,Sad
Supermarket,Manuela,Manuela,2K1OMOjqHBoJf3NT4J6meQ,21/04/2017,17,224727,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,10,4,Sad
Surrender,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,29/10/2019,84,183103,0.39,0.8,0.448,0.182,0.107,0.077,-8.57,0.0276,144.89,5,5,Sad
Teardrop - Remastered 2006,Bite Size Massive Attack,Massive Attack,1ZekzmhuM380sFcUZePjmL,1/01/2006,0,328026,0.612,0.0204,0.463,0.653,0.183,0.17,-7.653,0.035,76.98,11,4,Sad
Telling Tales,Telling Tales,Song Sung,3AfZWVkAf2ipi68BMVvfwq,26/05/2020,36,252499,0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,0,4,Sad
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,1/05/2011,34,258588,0.626,0.678,0.286,0,0.134,0.366,-9.933,0.0374,84.954,9,4,Sad
The Calvary Cross,Live in Studio,Still Corners,65IP0rTvP6hFkIUNODG2VK,25/11/2019,32,306893,0.661,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9,4,Sad
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,30/11/2018,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11,0.0461,133.036,9,4,Sad
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,4Ao5JXfOIMJGlVo8sJpjFr,2/04/2007,0,321146,0.316,0.0143,0.769,0,0.0928,0.118,-5.285,0.0422,122.458,0,4,Sad
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,4IUfRZY8k9MHRsStnjMTUb,25/10/2019,40,249576,0.709,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,0,3,Sad
The Hummingbird,The Hummingbird,Barry Adamson,60Rodg2E5ghUbYBrBFr0TA,26/09/2018,0,221000,0.478,2.27E-05,0.901,0.0801,0.326,0.577,-4.983,0.0334,94.964,9,3,Sad
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,5/08/2019,26,299000,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.968,4,4,Sad
The Message,Slow Air,Still Corners,3oLJlBI7OveRtPOuMe4oaM,17/08/2018,53,292480,0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,5,4,Sad
The Mind's Eye,This Ascension is Ours,Song Sung,1igVdCr2mrzwu2lHxUbJWn,31/07/2020,26,331179,0.376,0.000708,0.546,0.777,0.359,0.305,-12.678,0.0362,115.995,7,4,Sad
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,6/04/2015,17,208211,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,9,3,Sad
The Temporary,The Temporary,Kate Teague,5g5dwJD6zwXG81LRdEsnQr,16/06/2020,36,219018,0.549,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,0,4,Sad
Thin White Duchess,Thin White Duchess,Martin Thulin,0QevFRZ5eiXah4VZWeviK4,31/01/2020,28,252392,0.537,0.115,0.655,0.294,0.243,0.283,-8.194,0.0374,119.965,7,4,Sad
Thirteen Thirty-Five,This Silence Kills,Dillon,3N2vr4m44BBZiVCZ0O4bnf,11/11/2011,0,223085,0.67,0.786,0.293,0,0.215,0.36,-10.56,0.0486,66.974,5,4,Sad
Throw Me a Bone,Throw Me a Bone,Goat Girl,5fw57RymBIg7ys4M8tWJ5H,27/03/2018,26,147248,0.516,0.585,0.487,0.0507,0.168,0.209,-10.55,0.0331,96.204,5,3,Sad
To Build A Home,Ma Fleur,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK,7/05/2007,72,371320,0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,9,4,Sad
To The Hilt,To The Hilt,BANKS,41bqxcnDRcYsBJnJKtPCdp,16/09/2016,42,276746,0.327,0.948,0.101,0,0.0945,0.0866,-13.949,0.0525,171.734,8,4,Sad
To the Moon,To the Moon,Junodream,65AABj5XsDcxGT92w3jK0o,8/05/2018,0,170021,0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859,0.0428,108.003,4,4,Sad
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,15/10/2003,0,475093,0.443,0.393,0.466,0.647,0.165,0.19,-9.209,0.0302,127.493,9,4,Sad
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,13/12/2019,68,222467,0.561,0.95,0.0587,0,0.0828,0.342,-17.819,0.0762,143.027,5,1,Sad
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,26/02/2019,0,188413,0.623,0.638,0.613,0.572,0.143,0.745,-9.241,0.0309,147.168,10,4,Sad
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6,4,Sad
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,25/10/2018,0,267454,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.141,0.0368,96.563,9,3,Sad
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,8/01/2019,20,301960,0.545,0.0888,0.788,0.0258,0.0765,0.647,-3.968,0.0281,129.922,11,4,Sad
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,1/01/2012,68,281960,0.236,0.811,0.249,1.00E-06,0.087,0.181,-9.595,0.0348,72.847,6,5,Sad
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,22/05/2013,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,4,Sad
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,35,231506,0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,4,3,Sad
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,10/01/2020,31,149635,0.481,0.842,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6,4,Sad
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,24/04/2020,39,221662,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,Sad
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,2/03/2007,0,285320,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,3,Sad
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,17/03/2017,49,216875,0.542,0.935,0.0957,6.40E-06,0.182,0.259,-14.518,0.0404,134.739,8,4,Sad
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,10/08/2018,14,336481,0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,4,Sad
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,10/04/2020,70,140571,0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,0,4,Sad
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,12/09/1975,0,334743,0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,7,4,Sad
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,11/11/2017,28,193074,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7,4,Sad
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,17/10/2018,18,399012,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,1,4,Sad
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,22/09/2017,49,199080,0.482,0.936,0.363,0.000109,0.104,0.261,-10.926,0.0309,135.779,10,4,Sad
Yam Yam,Yam Yam,No Vacation,1j56M8iOGH48yuKqj64qGK,12/05/2017,0,216038,0.445,0.319,0.591,0.766,0.107,0.0774,-9.004,0.0316,137.864,7,4,Sad
You Were Bored,You Were Bored,Loyal Lobos,5BIWF6L3DnPkcuEuZmLHDz,15/07/2020,36,263080,0.291,0.781,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,6,4,Sad
Your Turn Now,Your Turn Now,Aaron Smith,6Ij1Soe86rp6D9YsxwCz9N,10/07/2020,49,239500,0.634,0.819,0.193,0,0.113,0.159,-9.503,0.0277,95.004,7,4,Sad
Youth,The Wild Youth EP,Daughter,1JDMO4EVPHtm0xXhJb2IjR,29/02/2012,0,251626,0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.396,9,4,Sad
blue,blue,Kamal.,7pt64sepCy5QmDrgy9wOJS,20/05/2020,58,184500,0.725,0.668,0.258,2.63E-05,0.0955,0.173,-14.065,0.255,127.876,11,3,Sad
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,28/09/2018,78,181613,0.795,0.607,0.178,0,0.623,0.608,-11.991,0.0574,93.982,0,4,Sad
cry on airplanes,cry on airplanes,Julian,1elEZGOMFRU5n7bnOtUaqi,10/04/2020,40,226000,0.763,0.548,0.372,0.000638,0.116,0.76,-7.07,0.0683,85.01,5,4,Sad
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,8/05/2020,68,184505,0.535,0.771,0.359,0,0.111,0.488,-9.343,0.0607,154.163,2,4,Sad
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,19/04/2018,88,200185,0.351,0.934,0.296,0,0.095,0.12,-10.109,0.0333,115.284,4,4,Sad
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,12/06/2020,75,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4,Sad
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,24/04/2020,60,245945,0.51,0.892,0.355,0,0.133,0.453,-6.883,0.0287,141.796,11,4,Sad
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,29/03/2019,87,196077,0.367,0.978,0.111,3.97E-05,0.0897,0.198,-14.084,0.0972,82.642,4,4,Sad
yellow is the color of her eyes,yellow is the color of her eyes,Soccer Mommy,4D3nttJPU6L0M2epr7sId6,19/11/2019,5,435080,0.452,0.757,0.515,0.12,0.14,0.191,-7.351,0.0255,80.537,11,4,Sad
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,17/04/2020,87,169265,0.642,0.786,0.374,0,0.0906,0.0799,-9.386,0.0545,124.099,4,4,Sad
you were good to me,brent,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,3/05/2019,76,219146,0.561,0.913,0.0848,2.62E-05,0.112,0.206,-15.099,0.0404,102.128,2,4,Sad
