name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Still Alive,Still Alive,Mastrovita,3Y6wj6dRP3QmgXeV2zCzbn,7/06/2018,42,141951,0.65,0.3,0.912,0.668,0.306,0.729,-4.278,0.055,126.073,11,4,Energetic
Stricken,Ten Thousand Fists,Disturbed,4VGUcTzWj0ebZ0UgI9irJL,19/09/2005,0,245109,0.404,8.51E-05,0.969,0.0114,0.268,0.29,-2.938,0.195,173.878,8,4,Energetic
Stupify,The Sickness (10th Anniversary Edition),Disturbed,54cWVWqgyFukgDKQYmaKM3,12/03/2010,61,274000,0.597,0.00108,0.939,9.77E-05,0.201,0.422,-3.001,0.0446,98,1,4,Energetic
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,18/02/2019,52,245783,0.34,0.00814,0.923,0.000829,0.385,0.13,-3.864,0.131,127.789,0,4,Energetic
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,9/11/2012,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.372,-2.963,0.0656,111.972,10,4,Energetic
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,14/02/2006,61,348386,0.212,0.000725,0.926,4.83E-06,0.081,0.262,-3.378,0.14,162.103,7,4,Energetic
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,8/06/2004,61,221093,0.486,0.00237,0.977,0,0.298,0.413,-3.463,0.0603,103.501,7,4,Energetic
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,1/04/2003,56,212426,0.692,0.0097,0.515,0.292,0.103,0.549,-8.488,0.0678,128.469,4,4,Energetic
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,1/01/2009,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.553,-5.073,0.0739,173.325,8,4,Energetic
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,40UbcJWyWPqOWFvv4Dpvfc,14/06/2019,59,209493,0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,9,4,Energetic
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,28/06/2019,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,Energetic
There For You,There For You,Gorgon City,4Qv71lFPCObf7zol1uWCJb,16/08/2019,68,186493,0.533,0.00529,0.844,8.91E-05,0.0722,0.712,-5.04,0.0302,123.971,11,4,Energetic
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,9/09/2008,49,200240,0.555,3.01E-05,0.98,4.38E-05,0.0661,0.37,-6.063,0.154,143.005,8,4,Energetic
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,1/01/2003,41,161733,0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Energetic
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,24/04/2006,0,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Energetic
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,10/09/2009,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Energetic
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,2/02/2018,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2,4,Energetic
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,12/03/2010,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Energetic
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,19/10/2018,56,247504,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,4,Energetic
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,4/09/2015,63,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Energetic
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,15/01/2005,64,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Energetic
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,24/11/1998,0,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Energetic
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,4/10/2019,18,208353,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,4,Energetic
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,16/03/2018,44,210000,0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,4,Energetic
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,19/10/2018,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Energetic
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,1/01/2003,19,209906,0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,6,4,Energetic
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,9/11/1999,1,136360,0.663,0.0655,0.671,0,0.107,0.955,-6.103,0.0395,74.453,9,4,Energetic
"You're Gonna Go Far, Kid",21 Alt Rock Anthems,Various Artists,7oypoJJHZOALqQlGKpTefk,22/07/2014,0,178333,0.547,0.00485,0.877,0,0.247,0.611,-5.135,0.0658,126.083,9,4,Energetic
